group,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
27,IS,_,VERB,VBZ,_,13,cop,_,_,F
27,A,_,DET,DT,_,13,det,_,_,F
27,LEGAL,_,NOUN,NNP,_,13,nn,_,_,F
27,AGREEMENT,_,NOUN,NN,_,0,ROOT,_,_,F
27,BETWEEN,_,X,FW,_,15,nn,_,_,F
27,YOU,_,PRON,PRP,_,13,dep,_,_,T
27,-LRB-,_,.,-LRB-,_,15,punct,_,_,F
27,EITHER,_,ADV,RB,_,19,advmod,_,_,F
27,AN,_,DET,DT,_,19,det,_,_,F
27,INDIVIDUAL,_,NOUN,NNP,_,15,dep,_,_,F
27,OR,_,ADP,IN,_,19,prep,_,_,F
27,A,_,DET,DT,_,23,det,_,_,F
27,SINGLE,_,NOUN,NNP,_,23,nn,_,_,F
27,ENTITY,_,NOUN,NN,_,20,pobj,_,_,F
27,-RRB-,_,.,-RRB-,_,15,punct,_,_,F
27,AND,_,CONJ,CC,_,15,cc,_,_,F
27,CUTESOFT,_,NOUN,NNP,_,28,nn,_,_,T
27,COMPONENTS,_,NOUN,NNP,_,28,nn,_,_,T
27,INC.,_,NOUN,NNP,_,15,conj,_,_,T
27,FOR,_,ADP,IN,_,28,prep,_,_,F
27,SOFTWARE,_,NOUN,NNP,_,31,nn,_,_,F
27,PRODUCT,_,NOUN,NNP,_,29,pobj,_,_,F
27,-LRB-,_,.,-LRB-,_,28,punct,_,_,F
27,S,_,NOUN,NNP,_,28,dep,_,_,F
27,-RRB-,_,.,-RRB-,_,28,punct,_,_,F
27,IDENTIFIED,_,VERB,VBN,_,13,partmod,_,_,F
27,ABOVE,_,NOUN,NNP,_,35,dep,_,_,F
27,WHICH,_,PRON,WP,_,36,dep,_,_,F
27,MAY,_,NOUN,NNP,_,37,prep,_,_,F
27,INCLUDE,_,NOUN,NNP,_,38,pobj,_,_,F
27,ASSOCIATED,_,NOUN,NNP,_,39,dep,_,_,F
27,SOFTWARE,_,NOUN,NNP,_,42,nn,_,_,F
27,COMPONENTS,_,NOUN,NNS,_,66,nsubj,_,_,F
27,",",_,.,",",_,42,punct,_,_,F
27,MEDIA,_,NOUN,NNP,_,42,conj,_,_,F
27,",",_,.,",",_,42,punct,_,_,F
27,PRINTED,_,VERB,VBN,_,47,amod,_,_,F
27,MATERIALS,_,NOUN,NNS,_,42,conj,_,_,F
27,",",_,.,",",_,42,punct,_,_,F
27,AND,_,CONJ,CC,_,42,cc,_,_,F
27,``,_,.,``,_,51,punct,_,_,F
27,ONLINE,_,X,UH,_,42,conj,_,_,F
27,'',_,.,'',_,51,punct,_,_,F
27,OR,_,CONJ,CC,_,51,cc,_,_,F
27,ELECTRONIC,_,NOUN,NNP,_,55,nn,_,_,F
27,DOCUMENTATION,_,NOUN,NNP,_,51,conj,_,_,F
27,-LRB-,_,.,-LRB-,_,51,punct,_,_,F
27,``,_,.,``,_,51,punct,_,_,F
27,SOFTWARE,_,ADJ,JJ,_,60,amod,_,_,F
27,COMPONENT,_,NOUN,NNP,_,60,nn,_,_,F
27,PRODUCT,_,NOUN,NN,_,62,dep,_,_,F
27,-LRB-,_,.,-LRB-,_,62,punct,_,_,F
27,S,_,NOUN,NNP,_,51,dep,_,_,F
27,-RRB-,_,.,-RRB-,_,51,punct,_,_,F
27,'',_,.,'',_,51,punct,_,_,F
27,-RRB-,_,.,-RRB-,_,51,punct,_,_,F
27,CONTAINED,_,VERB,VBN,_,40,dep,_,_,F
27,IN,_,ADP,IN,_,66,prep,_,_,F
27,THIS,_,DET,DT,_,70,det,_,_,F
27,INSTALLATION,_,NOUN,NNP,_,70,nn,_,_,F
27,PACKAGE,_,NOUN,NNP,_,67,pobj,_,_,F
27,.,_,.,.,_,13,punct,_,_,F
28,ca,_,VERB,MD,_,0,ROOT,_,_,F
28,or,_,CONJ,CC,_,1,cc,_,_,F
28,in,_,ADP,IN,_,1,conj,_,_,F
28,writing,_,NOUN,NN,_,3,pobj,_,_,F
28,to,_,ADP,IN,_,4,prep,_,_,F
28,:,_,.,:,_,5,punct,_,_,F
28,Chun,_,NOUN,NNP,_,36,nsubj,_,_,F
28,&,_,CONJ,CC,_,7,cc,_,_,F
28,Company,_,NOUN,NNP,_,7,conj,_,_,F
28,",",_,.,",",_,7,punct,_,_,F
28,CGA,_,NOUN,NNP,_,7,conj,_,_,F
28,202,_,NUM,CD,_,11,num,_,_,F
28,3320,_,NUM,CD,_,16,num,_,_,F
28,Richter,_,NOUN,NNP,_,15,nn,_,_,F
28,Street,_,NOUN,NNP,_,16,nn,_,_,F
28,Kelowna,_,NOUN,NNP,_,7,dep,_,_,F
28,",",_,.,",",_,7,punct,_,_,F
28,BC,_,NOUN,NNP,_,24,nn,_,_,F
28,V1W,_,NUM,CD,_,24,num,_,_,F
28,4V5,_,NUM,CD,_,22,num,_,_,F
28,Entire,_,NOUN,NNP,_,22,nn,_,_,F
28,Agreement,_,NOUN,NN,_,24,nn,_,_,F
28,This,_,DET,DT,_,24,det,_,_,F
28,Agreement,_,NOUN,NN,_,7,appos,_,_,F
28,",",_,.,",",_,7,punct,_,_,F
28,including,_,VERB,VBG,_,7,prep,_,_,F
28,Chun,_,NOUN,NNP,_,32,poss,_,_,F
28,&,_,CONJ,CC,_,27,cc,_,_,F
28,Company,_,NOUN,NNP,_,27,conj,_,_,F
28,'s,_,PRT,POS,_,27,possessive,_,_,F
28,privacy,_,NOUN,NN,_,32,nn,_,_,F
28,notice,_,NOUN,NN,_,26,pobj,_,_,F
28,incorporated,_,VERB,VBN,_,32,partmod,_,_,F
28,herein,_,ADV,RB,_,33,advmod,_,_,F
28,",",_,.,",",_,7,punct,_,_,F
28,constitutes,_,VERB,VBZ,_,5,dep,_,_,F
28,the,_,DET,DT,_,39,det,_,_,F
28,entire,_,ADJ,JJ,_,39,amod,_,_,F
28,agreement,_,NOUN,NN,_,36,dobj,_,_,F
28,between,_,ADP,IN,_,39,prep,_,_,F
28,you,_,PRON,PRP,_,40,pobj,_,_,T
28,and,_,CONJ,CC,_,41,cc,_,_,F
28,us,_,PRON,PRP,_,41,conj,_,_,T
28,regarding,_,VERB,VBG,_,39,prep,_,_,F
28,the,_,DET,DT,_,48,det,_,_,F
28,subject,_,NOUN,NN,_,47,amod,_,_,F
28,matter,_,NOUN,NN,_,48,amod,_,_,F
28,hereof,_,NOUN,NN,_,44,pobj,_,_,F
28,and,_,CONJ,CC,_,48,cc,_,_,F
28,supersedes,_,VERB,VBZ,_,48,conj,_,_,F
28,any,_,DET,DT,_,57,num,_,_,F
28,and,_,CONJ,CC,_,51,cc,_,_,F
28,all,_,DET,DT,_,51,conj,_,_,F
28,prior,_,ADJ,JJ,_,57,amod,_,_,F
28,or,_,CONJ,CC,_,54,cc,_,_,F
28,contemporaneous,_,ADJ,JJ,_,54,conj,_,_,F
28,representation,_,NOUN,NN,_,50,dobj,_,_,F
28,",",_,.,",",_,48,punct,_,_,F
28,understanding,_,NOUN,NN,_,48,conj,_,_,F
28,",",_,.,",",_,48,punct,_,_,F
28,agreement,_,NOUN,NN,_,48,conj,_,_,F
28,",",_,.,",",_,48,punct,_,_,F
28,or,_,CONJ,CC,_,48,cc,_,_,F
28,communication,_,NOUN,NN,_,48,conj,_,_,F
28,between,_,ADP,IN,_,64,prep,_,_,F
28,you,_,PRON,PRP,_,65,pobj,_,_,F
28,and,_,CONJ,CC,_,66,cc,_,_,F
28,us,_,PRON,PRP,_,66,conj,_,_,F
28,",",_,.,",",_,48,punct,_,_,F
28,whether,_,ADP,IN,_,71,mark,_,_,F
28,written,_,VERB,VBN,_,48,dep,_,_,F
28,or,_,CONJ,CC,_,71,cc,_,_,F
28,oral,_,ADJ,JJ,_,71,conj,_,_,F
28,",",_,.,",",_,48,punct,_,_,F
28,regarding,_,VERB,VBG,_,48,prep,_,_,F
28,such,_,ADJ,JJ,_,78,amod,_,_,F
28,subject,_,ADJ,JJ,_,78,amod,_,_,F
28,matter,_,NOUN,NN,_,75,pobj,_,_,F
28,.,_,.,.,_,1,punct,_,_,F
29,This,_,DET,DT,_,2,det,_,_,F
29,Agreement,_,NOUN,NN,_,3,nsubj,_,_,F
29,constitutes,_,VERB,VBZ,_,0,ROOT,_,_,F
29,the,_,DET,DT,_,6,det,_,_,F
29,complete,_,ADJ,JJ,_,6,amod,_,_,F
29,agreement,_,NOUN,NN,_,3,dobj,_,_,F
29,between,_,ADP,IN,_,6,prep,_,_,F
29,User,_,NOUN,NNP,_,7,pobj,_,_,T
29,and,_,CONJ,CC,_,8,cc,_,_,F
29,DAZ,_,NOUN,NNP,_,8,conj,_,_,T
29,with,_,ADP,IN,_,6,prep,_,_,F
29,regard,_,NOUN,NN,_,11,pobj,_,_,F
29,to,_,ADP,IN,_,12,prep,_,_,F
29,User,_,NOUN,NNP,_,16,poss,_,_,F
29,'s,_,PRT,POS,_,14,possessive,_,_,F
29,access,_,NOUN,NN,_,13,pobj,_,_,F
29,",",_,.,",",_,16,punct,_,_,F
29,download,_,NOUN,NN,_,16,conj,_,_,F
29,",",_,.,",",_,16,punct,_,_,F
29,and/or,_,DET,DT,_,21,det,_,_,F
29,use,_,NOUN,NN,_,16,appos,_,_,F
29,of,_,ADP,IN,_,21,prep,_,_,F
29,Content,_,NOUN,NNP,_,22,pobj,_,_,F
29,except,_,ADP,IN,_,21,prep,_,_,F
29,in,_,ADP,IN,_,24,pcomp,_,_,F
29,the,_,DET,DT,_,27,det,_,_,F
29,case,_,NOUN,NN,_,25,pobj,_,_,F
29,User,_,NOUN,NNP,_,29,nsubj,_,_,F
29,has,_,VERB,VBZ,_,27,rcmod,_,_,F
29,a,_,DET,DT,_,31,det,_,_,F
29,version,_,NOUN,NN,_,29,dobj,_,_,F
29,of,_,ADP,IN,_,31,prep,_,_,F
29,the,_,DET,DT,_,34,det,_,_,F
29,Agreement,_,NOUN,NN,_,32,pobj,_,_,F
29,signed,_,VERB,VBN,_,34,partmod,_,_,F
29,by,_,ADP,IN,_,35,prep,_,_,F
29,both,_,DET,DT,_,38,det,_,_,F
29,parties,_,NOUN,NNS,_,36,pobj,_,_,F
29,",",_,.,",",_,31,punct,_,_,F
29,in,_,ADP,IN,_,47,prep,_,_,F
29,which,_,DET,WDT,_,42,det,_,_,F
29,case,_,NOUN,NN,_,40,pobj,_,_,F
29,the,_,DET,DT,_,45,det,_,_,F
29,signed,_,VERB,VBN,_,45,amod,_,_,F
29,agreement,_,NOUN,NN,_,47,nsubj,_,_,F
29,will,_,VERB,MD,_,47,aux,_,_,F
29,supersede,_,VERB,VB,_,31,rcmod,_,_,F
29,this,_,DET,DT,_,49,det,_,_,F
29,Agreement,_,NOUN,NN,_,47,dobj,_,_,F
29,.,_,.,.,_,3,punct,_,_,F
30,This,_,DET,DT,_,2,det,_,_,F
30,EULA,_,NOUN,NNP,_,7,nsubj,_,_,F
30,is,_,VERB,VBZ,_,7,cop,_,_,F
30,a,_,DET,DT,_,7,det,_,_,F
30,binding,_,VERB,VBG,_,7,amod,_,_,F
30,legal,_,ADJ,JJ,_,7,amod,_,_,F
30,agreement,_,NOUN,NN,_,0,ROOT,_,_,F
30,between,_,ADP,IN,_,7,prep,_,_,F
30,DealerScience,_,NOUN,NNP,_,8,pobj,_,_,T
30,",",_,.,",",_,9,punct,_,_,F
30,LLC,_,NOUN,NNP,_,9,appos,_,_,F
30,-LRB-,_,.,-LRB-,_,14,punct,_,_,F
30,``,_,.,``,_,14,punct,_,_,F
30,DealerScience,_,NOUN,NNP,_,9,conj,_,_,F
30,'',_,.,'',_,14,punct,_,_,F
30,-RRB-,_,.,-RRB-,_,14,punct,_,_,F
30,and,_,CONJ,CC,_,9,cc,_,_,F
30,User,_,NOUN,NN,_,9,conj,_,_,T
30,.,_,.,.,_,7,punct,_,_,F
31,This,_,DET,DT,_,2,det,_,_,F
31,Agreement,_,NOUN,NN,_,6,nsubj,_,_,F
31,is,_,VERB,VBZ,_,6,cop,_,_,F
31,a,_,DET,DT,_,6,det,_,_,F
31,legal,_,ADJ,JJ,_,6,amod,_,_,F
31,contract,_,NOUN,NN,_,0,ROOT,_,_,F
31,between,_,ADP,IN,_,6,prep,_,_,F
31,you,_,PRON,PRP,_,7,pobj,_,_,T
31,and,_,CONJ,CC,_,8,cc,_,_,F
31,Fusion,_,NOUN,NNP,_,11,nn,_,_,T
31,Web,_,NOUN,NN,_,8,conj,_,_,T
31,",",_,.,",",_,11,punct,_,_,F
31,LLC,_,NOUN,NNP,_,11,appos,_,_,F
31,.,_,.,.,_,6,punct,_,_,F
32,Since,_,ADP,IN,_,7,mark,_,_,F
32,Trades,_,NOUN,NNPS,_,7,nsubjpass,_,_,F
32,with,_,ADP,IN,_,2,prep,_,_,F
32,other,_,ADJ,JJ,_,5,amod,_,_,F
32,Players,_,NOUN,NNS,_,3,pobj,_,_,F
32,are,_,VERB,VBP,_,7,auxpass,_,_,F
32,carried,_,VERB,VBN,_,25,advcl,_,_,F
32,out,_,PRT,RP,_,7,prt,_,_,F
32,under,_,ADP,IN,_,7,prep,_,_,F
32,agreements,_,NOUN,NNS,_,9,pobj,_,_,F
32,between,_,ADP,IN,_,10,prep,_,_,F
32,you,_,PRON,PRP,_,11,pobj,_,_,F
32,and,_,CONJ,CC,_,12,cc,_,_,F
32,other,_,ADJ,JJ,_,18,amod,_,_,F
32,Players,_,NOUN,NNPS,_,18,nn,_,_,F
32,",",_,.,",",_,18,punct,_,_,F
32,Tradable,_,ADJ,JJ,_,18,amod,_,_,F
32,Items,_,NOUN,NNS,_,12,conj,_,_,F
32,of,_,ADP,IN,_,18,prep,_,_,F
32,accepted,_,VERB,VBN,_,21,amod,_,_,F
32,Trades,_,NOUN,NNS,_,19,pobj,_,_,F
32,are,_,VERB,VBP,_,25,auxpass,_,_,F
32,not,_,ADV,RB,_,25,neg,_,_,F
32,automatically,_,ADV,RB,_,25,advmod,_,_,F
32,transferred,_,VERB,VBN,_,0,ROOT,_,_,F
32,to,_,ADP,IN,_,25,prep,_,_,F
32,you,_,PRON,PRP,_,26,pobj,_,_,F
32,;,_,.,:,_,25,punct,_,_,F
32,you,_,PRON,PRP,_,31,nsubj,_,_,F
32,must,_,VERB,MD,_,31,aux,_,_,F
32,follow,_,VERB,VB,_,25,parataxis,_,_,F
32,the,_,DET,DT,_,35,det,_,_,F
32,available,_,ADJ,JJ,_,35,amod,_,_,F
32,Trade-related,_,NOUN,NNP,_,35,nn,_,_,F
32,instructions,_,NOUN,NNS,_,31,dobj,_,_,F
32,to,_,PRT,TO,_,37,aux,_,_,F
32,accept,_,VERB,VB,_,35,infmod,_,_,F
32,and,_,CONJ,CC,_,37,cc,_,_,F
32,collect,_,VERB,VB,_,37,conj,_,_,F
32,Tradable,_,ADJ,JJ,_,41,nn,_,_,F
32,Items,_,NOUN,NNPS,_,37,dobj,_,_,F
32,of,_,ADP,IN,_,41,prep,_,_,F
32,any,_,DET,DT,_,44,det,_,_,F
32,Trade,_,NOUN,NNP,_,42,pobj,_,_,F
32,applied,_,VERB,VBN,_,44,partmod,_,_,F
32,for,_,ADP,IN,_,45,prep,_,_,F
32,by,_,ADP,IN,_,45,prep,_,_,F
32,the,_,DET,DT,_,50,det,_,_,F
32,other,_,ADJ,JJ,_,50,amod,_,_,F
32,Player,_,NOUN,NNP,_,47,pobj,_,_,F
32,.,_,.,.,_,25,punct,_,_,F
33,This,_,DET,DT,_,2,det,_,_,F
33,Agreement,_,NOUN,NN,_,6,nsubj,_,_,F
33,and,_,CONJ,CC,_,2,cc,_,_,F
33,Privacy,_,NOUN,NNP,_,5,nn,_,_,F
33,Policy,_,NOUN,NNP,_,2,conj,_,_,F
33,constitute,_,VERB,VBP,_,0,ROOT,_,_,F
33,the,_,DET,DT,_,9,det,_,_,F
33,entire,_,ADJ,JJ,_,9,amod,_,_,F
33,agreement,_,NOUN,NN,_,6,dobj,_,_,F
33,between,_,ADP,IN,_,9,prep,_,_,F
33,you,_,PRON,PRP,_,10,pobj,_,_,T
33,and,_,CONJ,CC,_,11,cc,_,_,F
33,DIABETES,_,NOUN,NNS,_,11,conj,_,_,T
33,IN,_,ADP,IN,_,13,prep,_,_,T
33,CONTROL,_,NOUN,NN,_,14,pobj,_,_,T
33,with,_,ADP,IN,_,9,prep,_,_,F
33,respect,_,NOUN,NN,_,16,pobj,_,_,F
33,to,_,PRT,TO,_,17,prep,_,_,F
33,use,_,NOUN,NN,_,18,pobj,_,_,F
33,of,_,ADP,IN,_,19,prep,_,_,F
33,the,_,DET,DT,_,23,det,_,_,F
33,Web,_,NOUN,NN,_,23,nn,_,_,F
33,Site,_,NOUN,NN,_,20,pobj,_,_,F
33,.,_,.,.,_,6,punct,_,_,F
34,The,_,DET,DT,_,2,det,_,_,F
34,EULA,_,NOUN,NNP,_,23,nsubjpass,_,_,F
34,",",_,.,",",_,2,punct,_,_,F
34,including,_,VERB,VBG,_,2,prep,_,_,F
34,the,_,DET,DT,_,6,det,_,_,F
34,Rules,_,NOUN,NNPS,_,4,pobj,_,_,F
34,of,_,ADP,IN,_,6,prep,_,_,F
34,Conduct,_,NOUN,NNP,_,7,pobj,_,_,F
34,and,_,CONJ,CC,_,6,cc,_,_,F
34,the,_,DET,DT,_,14,det,_,_,F
34,fees,_,NOUN,NNS,_,14,nn,_,_,F
34,and,_,CONJ,CC,_,11,cc,_,_,F
34,payment,_,NOUN,NN,_,11,conj,_,_,F
34,terms,_,NOUN,NNS,_,6,conj,_,_,F
34,as,_,ADP,IN,_,16,mark,_,_,F
34,referenced,_,VERB,VBN,_,14,dep,_,_,F
34,therein,_,ADV,RB,_,16,advmod,_,_,F
34,",",_,.,",",_,2,punct,_,_,F
34,as,_,ADP,IN,_,2,prep,_,_,F
34,each,_,DET,DT,_,19,pobj,_,_,F
34,may,_,VERB,MD,_,23,aux,_,_,F
34,be,_,VERB,VB,_,23,auxpass,_,_,F
34,amended,_,VERB,VBN,_,0,ROOT,_,_,F
34,by,_,ADP,IN,_,23,prep,_,_,F
34,CCP,_,NOUN,NNP,_,24,pobj,_,_,F
34,from,_,ADP,IN,_,23,prep,_,_,F
34,time,_,NOUN,NN,_,26,pobj,_,_,F
34,to,_,ADP,IN,_,26,prep,_,_,F
34,time,_,NOUN,NN,_,28,pobj,_,_,F
34,",",_,.,",",_,23,punct,_,_,F
34,sets,_,VERB,VBZ,_,23,dep,_,_,F
34,forth,_,ADV,RB,_,31,prt,_,_,F
34,the,_,DET,DT,_,35,det,_,_,F
34,entire,_,ADJ,JJ,_,35,amod,_,_,F
34,understanding,_,NOUN,NN,_,31,dobj,_,_,F
34,and,_,CONJ,CC,_,35,cc,_,_,F
34,agreement,_,NOUN,NN,_,35,conj,_,_,F
34,between,_,ADP,IN,_,35,prep,_,_,F
34,CCP,_,NOUN,NNP,_,38,pobj,_,_,T
34,and,_,CONJ,CC,_,39,cc,_,_,F
34,you,_,PRON,PRP,_,39,conj,_,_,T
34,with,_,ADP,IN,_,31,prep,_,_,F
34,respect,_,NOUN,NN,_,42,pobj,_,_,F
34,to,_,ADP,IN,_,43,prep,_,_,F
34,the,_,DET,DT,_,47,det,_,_,F
34,subject,_,ADJ,JJ,_,47,amod,_,_,F
34,matter,_,NOUN,NN,_,44,pobj,_,_,F
34,hereof,_,ADV,RB,_,47,advmod,_,_,F
34,.,_,.,.,_,23,punct,_,_,F
35,WHOLE,_,X,GW,_,25,prep,_,_,F
35,AGREEMENT,_,X,FW,_,1,dep,_,_,F
35,These,_,DET,DT,_,4,det,_,_,F
35,Terms,_,NOUN,NNS,_,25,nsubj,_,_,F
35,of,_,ADP,IN,_,4,prep,_,_,F
35,Use,_,NOUN,NNP,_,5,pobj,_,_,F
35,",",_,.,",",_,4,punct,_,_,F
35,together,_,ADV,RB,_,9,advmod,_,_,F
35,with,_,ADP,IN,_,4,prep,_,_,F
35,the,_,DET,DT,_,12,det,_,_,F
35,Privacy,_,NOUN,NNP,_,12,nn,_,_,F
35,Policy,_,NOUN,NNP,_,9,pobj,_,_,F
35,and,_,CONJ,CC,_,12,cc,_,_,F
35,any,_,DET,DT,_,17,det,_,_,F
35,other,_,ADJ,JJ,_,17,amod,_,_,F
35,legal,_,ADJ,JJ,_,17,amod,_,_,F
35,notices,_,NOUN,NNS,_,12,conj,_,_,F
35,published,_,VERB,VBN,_,17,partmod,_,_,F
35,by,_,ADP,IN,_,18,prep,_,_,F
35,Doat,_,NOUN,NNP,_,19,pobj,_,_,F
35,on,_,ADP,IN,_,18,prep,_,_,F
35,the,_,DET,DT,_,23,det,_,_,F
35,Website,_,NOUN,NN,_,21,pobj,_,_,F
35,shall,_,VERB,MD,_,25,aux,_,_,F
35,constitute,_,VERB,VB,_,0,ROOT,_,_,F
35,the,_,DET,DT,_,28,det,_,_,F
35,entire,_,ADJ,JJ,_,28,amod,_,_,F
35,agreement,_,NOUN,NN,_,25,dobj,_,_,F
35,between,_,ADP,IN,_,28,prep,_,_,F
35,you,_,PRON,PRP,_,29,pobj,_,_,T
35,and,_,CONJ,CC,_,30,cc,_,_,F
35,Doat,_,NOUN,NNP,_,30,conj,_,_,T
35,concerning,_,VERB,VBG,_,28,prep,_,_,F
35,the,_,DET,DT,_,35,det,_,_,F
35,Website,_,NOUN,NN,_,33,pobj,_,_,F
35,.,_,.,.,_,25,punct,_,_,F
36,http,_,X,ADD,_,23,nsubj,_,_,F
36,:,_,.,:,_,1,punct,_,_,F
36,//feedafever.com/eula,_,NOUN,NNP,_,12,nn,_,_,F
36,End,_,NOUN,NN,_,5,nn,_,_,F
36,User,_,NOUN,NN,_,7,nn,_,_,F
36,License,_,NOUN,NN,_,7,nn,_,_,F
36,Agreement,_,NOUN,NN,_,12,nn,_,_,F
36,This,_,DET,DT,_,12,det,_,_,F
36,End,_,NOUN,NN,_,10,nn,_,_,F
36,User,_,NOUN,NN,_,12,nn,_,_,F
36,License,_,NOUN,NNP,_,12,nn,_,_,F
36,Agreement,_,NOUN,NNP,_,1,dep,_,_,F
36,-LRB-,_,.,-LRB-,_,16,punct,_,_,F
36,the,_,DET,DT,_,16,det,_,_,F
36,``,_,.,``,_,16,punct,_,_,F
36,Agreement,_,NOUN,NN,_,12,dep,_,_,F
36,'',_,.,'',_,16,punct,_,_,F
36,-RRB-,_,.,-RRB-,_,1,punct,_,_,F
36,is,_,VERB,VBZ,_,23,cop,_,_,F
36,a,_,DET,DT,_,23,det,_,_,F
36,binding,_,ADJ,JJ,_,23,amod,_,_,F
36,legal,_,ADJ,JJ,_,23,amod,_,_,F
36,agreement,_,NOUN,NN,_,0,ROOT,_,_,F
36,between,_,ADP,IN,_,23,prep,_,_,F
36,you,_,PRON,PRP,_,24,pobj,_,_,T
36,and,_,CONJ,CC,_,25,cc,_,_,F
36,Shaun,_,NOUN,NNP,_,28,nn,_,_,T
36,Inman,_,NOUN,NNP,_,25,conj,_,_,T
36,-LRB-,_,.,-LRB-,_,32,punct,_,_,F
36,the,_,DET,DT,_,32,det,_,_,F
36,``,_,.,``,_,32,punct,_,_,F
36,Author,_,NOUN,NN,_,28,appos,_,_,F
36,'',_,.,'',_,32,punct,_,_,F
36,-RRB-,_,.,-RRB-,_,32,punct,_,_,F
36,.,_,.,.,_,23,punct,_,_,F
37,1,_,X,LS,_,5,dep,_,_,F
37,THIS,_,DET,DT,_,5,det,_,_,F
37,END,_,NOUN,NNP,_,5,nn,_,_,F
37,USER,_,NOUN,NNP,_,5,nn,_,_,F
37,LICENCE,_,NOUN,NNP,_,0,ROOT,_,_,F
37,AGREEMENT,_,ADV,RB,_,5,dep,_,_,F
37,1.1,_,NUM,CD,_,5,dep,_,_,F
37,This,_,DET,DT,_,12,det,_,_,F
37,End,_,NOUN,NN,_,12,nn,_,_,F
37,User,_,NOUN,NN,_,12,nn,_,_,F
37,Licence,_,NOUN,NNP,_,12,nn,_,_,F
37,Agreement,_,NOUN,NN,_,21,nsubj,_,_,F
37,-LRB-,_,.,-LRB-,_,15,punct,_,_,F
37,``,_,.,``,_,15,punct,_,_,F
37,Licence,_,NOUN,NNP,_,12,appos,_,_,F
37,'',_,.,'',_,15,punct,_,_,F
37,-RRB-,_,.,-RRB-,_,15,punct,_,_,F
37,is,_,VERB,VBZ,_,21,cop,_,_,F
37,a,_,DET,DT,_,21,det,_,_,F
37,legal,_,ADJ,JJ,_,21,amod,_,_,F
37,agreement,_,NOUN,NN,_,5,dep,_,_,F
37,between,_,ADP,IN,_,21,prep,_,_,F
37,:,_,.,:,_,22,punct,_,_,F
37,FusePump,_,NOUN,NNP,_,26,nn,_,_,T
37,Affiliates,_,NOUN,NNP,_,26,nn,_,_,T
37,Limited,_,NOUN,NNP,_,22,pobj,_,_,T
37,-LRB-,_,.,-LRB-,_,26,punct,_,_,F
37,a,_,DET,DT,_,29,det,_,_,F
37,company,_,NOUN,NN,_,26,dep,_,_,F
37,registered,_,VERB,VBN,_,29,dep,_,_,F
37,in,_,ADP,IN,_,30,prep,_,_,F
37,England,_,NOUN,NNP,_,31,pobj,_,_,F
37,under,_,ADP,IN,_,30,prep,_,_,F
37,number,_,NOUN,NN,_,33,pobj,_,_,F
37,6905043,_,NUM,CD,_,34,num,_,_,F
37,and,_,CONJ,CC,_,30,cc,_,_,F
37,having,_,VERB,VBG,_,30,conj,_,_,F
37,its,_,PRON,PRP$,_,40,poss,_,_,F
37,registered,_,VERB,VBN,_,40,amod,_,_,F
37,office,_,NOUN,NN,_,44,nsubj,_,_,F
37,at,_,ADP,IN,_,40,prep,_,_,F
37,NO,_,DET,DT,_,43,det,_,_,F
37,2,_,NUM,CD,_,41,pobj,_,_,F
37,WAREHOUSE,_,VERB,VB,_,37,ccomp,_,_,F
37,THE,_,DET,DT,_,46,det,_,_,F
37,WHARF,_,NOUN,NNPS,_,44,dobj,_,_,F
37,",",_,.,",",_,46,punct,_,_,F
37,SOWERBY,_,NOUN,NNP,_,49,nn,_,_,F
37,BRIDGE,_,NOUN,NNP,_,46,conj,_,_,F
37,",",_,.,",",_,46,punct,_,_,F
37,WEST,_,NOUN,NNP,_,52,nn,_,_,F
37,YORKSHIRE,_,NOUN,NNP,_,46,conj,_,_,F
37,",",_,.,",",_,46,punct,_,_,F
37,UNITED,_,NOUN,NNP,_,55,nn,_,_,F
37,KINGDOM,_,NOUN,NNP,_,46,conj,_,_,F
37,HX6,_,NUM,CD,_,57,num,_,_,F
37,2AG,_,NUM,CD,_,55,dep,_,_,F
37,and,_,CONJ,CC,_,46,cc,_,_,F
37,VAT,_,ADJ,JJ,_,60,amod,_,_,F
37,registration,_,NOUN,NN,_,61,nn,_,_,F
37,number,_,NOUN,NN,_,46,conj,_,_,F
37,115,_,NUM,CD,_,61,num,_,_,F
37,1418,_,NUM,CD,_,64,number,_,_,F
37,54,_,NUM,CD,_,61,num,_,_,F
37,-RRB-,_,.,-RRB-,_,26,punct,_,_,F
37,-LRB-,_,.,-LRB-,_,68,punct,_,_,F
37,``,_,.,``,_,68,punct,_,_,F
37,Licensor,_,NOUN,NNP,_,26,appos,_,_,F
37,'',_,.,'',_,68,punct,_,_,F
37,",",_,.,",",_,68,punct,_,_,F
37,``,_,.,``,_,68,punct,_,_,F
37,we,_,PRON,PRP,_,68,dobj,_,_,F
37,'',_,.,'',_,68,punct,_,_,F
37,",",_,.,",",_,68,punct,_,_,F
37,``,_,.,``,_,68,punct,_,_,F
37,us,_,PRON,PRP,_,68,dobj,_,_,F
37,'',_,.,'',_,68,punct,_,_,F
37,",",_,.,",",_,68,punct,_,_,F
37,``,_,.,``,_,68,punct,_,_,F
37,our,_,PRON,PRP$,_,68,conj,_,_,F
37,'',_,.,'',_,68,punct,_,_,F
37,or,_,CONJ,CC,_,68,cc,_,_,F
37,``,_,.,``,_,68,punct,_,_,F
